id,sku,titulo,descripcion,categorias,marca,precio,precioAnterior,stock,disponible,imagenes
BOLS032,2002183347,Bandolera mediana Audree gris oscuro Kaos Mini Lines,,"TOUS, bolsos",TOUS,161,179,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h6c/heb/13787922628638/515Wx515H_product_2002183347-20241004230143/515Wx515H-product-2002183347-20241004230143.jpg | https://cloud-media.tous.com/medias/sys_master/images/h6a/ha3/13787923873822/515Wx515H_product_2002183347_2-20241004230143/515Wx515H-product-2002183347-2-20241004230143.jpg | https://cloud-media.tous.com/medias/sys_master/images/h42/hfb/13800232648734/515Wx515H_product_2002183347_8-20241009120133/515Wx515H-product-2002183347-8-20241009120133.jpg | https://cloud-media.tous.com/medias/sys_master/images/hea/h90/13800233697310/515Wx515H_product_2002183347_9-20241009120133/515Wx515H-product-2002183347-9-20241009120133.jpg | https://cloud-media.tous.com/medias/sys_master/images/h26/h9b/13800231665694/515Wx515H_product_2002183347_7-20241009120133/515Wx515H-product-2002183347-7-20241009120133.jpg
BOLS033,2002183301,Bandolera mediana Audree beige Kaos Mini Lines,,"TOUS, bolsos",TOUS,161,179,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h79/h93/13787918565406/515Wx515H_product_2002183301-20241004230142/515Wx515H-product-2002183301-20241004230142.jpg | https://cloud-media.tous.com/medias/sys_master/images/h30/hff/13787919679518/515Wx515H_product_2002183301_2-20241004230142/515Wx515H-product-2002183301-2-20241004230142.jpg | https://cloud-media.tous.com/medias/sys_master/images/h05/h7b/13787921448990/515Wx515H_product_2002183301_7-20241004230142/515Wx515H-product-2002183301-7-20241004230142.jpg | https://cloud-media.tous.com/medias/sys_master/images/h65/h8c/13787921973278/515Wx515H_product_2002183301_9-20241004230142/515Wx515H-product-2002183301-9-20241004230142.jpg
BOLS034,2002296901,Shopper mediano marfil Kaos Icon,,"TOUS, bolsos",TOUS,179,199,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h6e/h06/14406410797086/515Wx515H_product_2002296901-20250505160102/515Wx515H-product-2002296901-20250505160102.jpg | https://cloud-media.tous.com/medias/sys_master/images/h86/hc6/14406413811742/515Wx515H_product_2002296901_2-20250505160103/515Wx515H-product-2002296901-2-20250505160103.jpg | https://cloud-media.tous.com/medias/sys_master/images/hcd/haf/14391453679646/515Wx515H_product_2002296901_9-20250429180118/515Wx515H-product-2002296901-9-20250429180118.jpg | https://cloud-media.tous.com/medias/sys_master/images/h37/h86/14391362420766/515Wx515H_product_2002296901_5-20250429170059/515Wx515H-product-2002296901-5-20250429170059.jpg
BOLS035,2002296951,Shopper mediano negro Kaos Icon,,"TOUS, bolsos",TOUS,179,199,1,sí,https://cloud-media.tous.com/medias/sys_master/images/hde/h3e/14415019212830/515Wx515H_product_2002296951-20250508140324/515Wx515H-product-2002296951-20250508140324.jpg | https://cloud-media.tous.com/medias/sys_master/images/hdf/h31/14415021637662/515Wx515H_product_2002296951_2-20250508140325/515Wx515H-product-2002296951-2-20250508140325.jpg | https://cloud-media.tous.com/medias/sys_master/images/he1/h7f/14389786148894/515Wx515H_product_2002296951_9-20250429110223/515Wx515H-product-2002296951-9-20250429110223.jpg | https://cloud-media.tous.com/medias/sys_master/images/h8e/h4c/14389784379422/515Wx515H_product_2002296951_5-20250429110223/515Wx515H-product-2002296951-5-20250429110223.jpg
BOLS036,2002106601,Bolso mini cube beige TOUS Brenda,,"TOUS, bolsos",TOUS,89,99,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h59/h18/14068647198750/515Wx515H_product_2002106601_9-20250109020116/515Wx515H-product-2002106601-9-20250109020116.jpg | https://cloud-media.tous.com/medias/sys_master/images/h32/hdc/13345321746462/515Wx515H_product_2002106601_2-20240423190143/515Wx515H-product-2002106601-2-20240423190143.jpg | https://cloud-media.tous.com/medias/sys_master/images/hf7/haa/14068645625886/515Wx515H_product_2002106601_5-20250109020116/515Wx515H-product-2002106601-5-20250109020116.jpg | https://cloud-media.tous.com/medias/sys_master/images/hed/h4e/14068646215710/515Wx515H_product_2002106601_6-20250109020116/515Wx515H-product-2002106601-6-20250109020116.jpg | 
BOLS037,2002129151,Mini bolso horizontal negro TOUS La Rue New,,"TOUS, bolsos",TOUS,89,99,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h44/h35/13407376736286/515Wx515H_product_2002129151_9-20240516130154/515Wx515H-product-2002129151-9-20240516130154.jpg | https://cloud-media.tous.com/medias/sys_master/images/h2c/h97/13407374966814/515Wx515H_product_2002129151_2-20240516130153/515Wx515H-product-2002129151-2-20240516130153.jpg | https://cloud-media.tous.com/medias/sys_master/images/he2/h3e/13407375425566/515Wx515H_product_2002129151_5-20240516130153/515Wx515H-product-2002129151-5-20240516130153.jpg
BOLS038,2002183201,Bandolera mediana beige Kaos Mini Lines,"Bolso bandolera mediano Kaos Mini Lines de lona con detalles de poliuretano en color beige. Cierre de cremallera. Bolsillo interior con cremallera. Asa bandolera ajustable. Medidas (alto x ancho x fondo): 14,5 x 27 x 10,5 cm.","TOUS, bolsos",TOUS,152,169,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h8a/he8/13787914436638/515Wx515H_product_2002183201_9-20241004230141/515Wx515H-product-2002183201-9-20241004230141.jpg | https://cloud-media.tous.com/medias/sys_master/images/h1a/h1c/13787912667166/515Wx515H_product_2002183201_2-20241004230141/515Wx515H-product-2002183201-2-20241004230141.jpg | https://cloud-media.tous.com/medias/sys_master/images/h23/h78/13787913256990/515Wx515H_product_2002183201_5-20241004230141/515Wx515H-product-2002183201-5-20241004230141.jpg | 
BOLS039,195890560,Bandolera mediana con solapa Kaos Dream negra,Bolso bandolera mediana con solapa TOUS de la colección Kaos Dream de poliuretano acolchado en forma de osos con acabado efecto piel en color negro. Correa larga de bandolera tipo cadena ajustable. Cierre con botón magnético. Un bolsillo interior con cremallera. Medidas: 12 x 32 x 21 cm.,"TOUS, bolsos",TOUS,152,169,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h36/h45/10897181540382/product_195890560-20211202150046/product-195890560-20211202150046.jpg_515Wx515H | https://cloud-media.tous.com/medias/sys_master/images/h6c/hd3/13388402655262/515Wx515H_product_195890560_9-20240509120055/515Wx515H-product-195890560-9-20240509120055.jpg | https://cloud-media.tous.com/medias/sys_master/images/h69/h80/10897183113246/product_195890560_2-20211202150046/product-195890560-2-20211202150046.jpg_515Wx515H | https://cloud-media.tous.com/medias/sys_master/images/h9c/hb1/13388401147934/515Wx515H_product_195890560_5-20240509120055/515Wx515H-product-195890560-5-20240509120055.jpg
BOLS040,695810038,Mochila Kaos New Colores de Nylon en color antracita-negro,"Mochila TOUS Kaos New Colores de tejido hidrófugo, nylon y estampado Kaos New combinado con piel bovina. Color antracita-negro. Cierre cremallera. Bolsillos exteriores: uno con cierre cremallera. Bolsillos interiores: uno con cierre cremallera, dos sin cierre. Medidas: 41x32x13 cm.","TOUS, bolsos",TOUS,89,99,1,sí,https://cloud-media.tous.com/medias/sys_master/images/sys-master/images/h31/h72/10436721901598/product-695810038-20190506130604.jpg | https://cloud-media.tous.com/medias/sys_master/images/sys-master/images/haa/h8e/8841300443166/medias-695810038-2-20170226163808.jpg | https://cloud-media.tous.com/medias/sys_master/images/hc0/h7b/13388602834974/515Wx515H_product_695810038_9-20240509130056/515Wx515H-product-695810038-9-20240509130056.jpg | https://cloud-media.tous.com/medias/sys_master/images/hf7/hf2/13388601458718/515Wx515H_product_695810038_5-20240509130056/515Wx515H-product-695810038-5-20240509130056.jpg
BOLS041,2002287943,Shopper mediano camel Audree Canvas,"Bolso shopper mediano Audree Canvas de algodón con detalles de poliuretano y piel vacuna con certificación LWG en color camel. Cierre magnético. Dos compartimentos separados por uno con cremallera. Bolsillo interior y bolsillo exterior abiertos. Asa de hombro desmontable. Medidas (alto x ancho x fondo): 26 x 33,5 x 13,5 cm.","TOUS, bolsos",TOUS,179,199,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h0e/h31/14415000928286/515Wx515H_product_2002287943-20250508140321/515Wx515H-product-2002287943-20250508140321.jpg | https://cloud-media.tous.com/medias/sys_master/images/h3e/h76/14406642663454/515Wx515H_product_2002287943_5-20250505170124/515Wx515H-product-2002287943-5-20250505170124.jpg | https://cloud-media.tous.com/medias/sys_master/images/h11/h99/14415002697758/515Wx515H_product_2002287943_2-20250508140321/515Wx515H-product-2002287943-2-20250508140321.jpg | https://cloud-media.tous.com/medias/sys_master/images/h78/h13/14406643449886/515Wx515H_product_2002287943_6-20250505170125/515Wx515H-product-2002287943-6-20250505170125.jpg
BOLS042,2002286352,Shopper mediano negro Audree Saffiano,"Bolso shopper mediano Audree Saffiano de poliuretano en color negro. Cierre magnético. Dos compartimentos separados por uno con cremallera. Bolsillo interior y bolsillo exterior abiertos. Dos asas de hombro extraíbles. Medidas (alto x ancho x fondo): 25 x 33,5 x 12,5 cm.","TOUS, bolsos",TOUS,179,199,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h3d/h5a/14415187935262/515Wx515H_product_2002286352-20250508150204/515Wx515H-product-2002286352-20250508150204.jpg | https://cloud-media.tous.com/medias/sys_master/images/ha9/hdd/14334230560798/515Wx515H_product_2002286352_9-20250407160102/515Wx515H-product-2002286352-9-20250407160102.jpg | https://cloud-media.tous.com/medias/sys_master/images/hb5/h41/14265060098078/515Wx515H_product_2002286352_5-20250311190201/515Wx515H-product-2002286352-5-20250311190201.jpg | https://cloud-media.tous.com/medias/sys_master/images/h1a/hf9/14334227742750/515Wx515H_product_2002286352_6-20250407160102/515Wx515H-product-2002286352-6-20250407160102.jpg
BOLS043,395901569,Capazo grande negro Scoubidou,"Bolso capazo grande TOUS Scoubidou elaborado con rafia de mezcla de papel procedente de bosques sostenibles y materiales reciclados. También incorpora detalles de poliuretano en color negro. Cierre con cordón ajustable. En el interior hay un bolsillo con cremallera, dos bolsillos abiertos para pequeñas pertenencias y un portabolígrafo. Asas fijas de hombro. Medidas (alto x ancho x fondo): 23,5 x 39 x 14 cm.","TOUS, bolsos",TOUS,143,159,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h65/h1e/12095086919710/product_395901569-20230223210041/product-395901569-20230223210041.jpg_515Wx515H | https://cloud-media.tous.com/medias/sys_master/images/h7b/h66/12095090589726/product_395901569_2-20230223210042/product-395901569-2-20230223210042.jpg_515Wx515H | https://cloud-media.tous.com/medias/sys_master/images/h00/h76/13418256498718/515Wx515H_product_395901569_5-20240520150126/515Wx515H-product-395901569-5-20240520150126.jpg 
BOLS044,2002184001,Minibolso beige Kaos Mini Lines,"Minibolso Kaos Mini Lines de lona en color beige. Cierre de cremallera. Asa de hombro ajustable y asa bandolera desmontable. Medidas (alto x ancho x fondo): 11,5 x 21 x 9 cm.","TOUS, bolsos",TOUS,134,149,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h88/h9a/13787952971806/515Wx515H_product_2002184001-20241004230148/515Wx515H-product-2002184001-20241004230148.jpg | https://cloud-media.tous.com/medias/sys_master/images/h58/hfe/13787956510750/515Wx515H_product_2002184001_9-20241004230149/515Wx515H-product-2002184001-9-20241004230149.jpg | https://cloud-media.tous.com/medias/sys_master/images/h8a/h1d/13787954151454/515Wx515H_product_2002184001_2-20241004230148/515Wx515H-product-2002184001-2-20241004230148.jpg | https://cloud-media.tous.com/medias/sys_master/images/h4f/ha2/13787955920926/515Wx515H_product_2002184001_8-20241004230148/515Wx515H-product-2002184001-8-20241004230148.jpg
BOLS045,2002105251,Bolso de hombro mediano negro TOUS Brenda,"Bolso de hombro bandolera mediano TOUS Brenda de poliuretano en color negro. Cierre de cremallera. Bolsillo interior abierto. Asa de hombro ajustable a asa bandolera. Medidas (alto x ancho x fondo): 19,5 x 27 x 7 cm.","TOUS, bolsos",TOUS,134,149,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h68/ha1/13483676860446/515Wx515H_product_2002105251_9-20240612130228/515Wx515H-product-2002105251-9-20240612130228.jpg | https://cloud-media.tous.com/medias/sys_master/images/h5b/h78/13431812849694/515Wx515H_product_2002105251_2-20240524170103/515Wx515H-product-2002105251-2-20240524170103.jpg | https://cloud-media.tous.com/medias/sys_master/images/h56/h8b/13483674894366/515Wx515H_product_2002105251_5-20240612130228/515Wx515H-product-2002105251-5-20240612130228.jpg | https://cloud-media.tous.com/medias/sys_master/images/hc2/h11/13431813767198/515Wx515H_product_2002105251_3-20240524170103/515Wx515H-product-2002105251-3-20240524170103.jpg
BOLS046,2002132251,Bandolera pequeña negra TOUS Jane Puffy Bear,Bolso bandolera pequeño TOUS Jane Puffy Bear de poliuretano en color negro. Cierre de cremallera. Asas de mano fijas y asa bandolera ajustable y extraíble. Medidas (alto x ancho x fondo): 17 x 25 x 12 cm.,"TOUS, bolsos",TOUS,143,159,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h4b/h59/13621063548958/515Wx515H_product_2002132251-20240805190135/515Wx515H-product-2002132251-20240805190135.jpg | https://cloud-media.tous.com/medias/sys_master/images/hc2/hda/13620758839326/515Wx515H_product_2002132251_2-20240805170103/515Wx515H-product-2002132251-2-20240805170103.jpg | https://cloud-media.tous.com/medias/sys_master/images/h35/h5f/13621251899422/515Wx515H_product_2002132251_9-20240805200118/515Wx515H-product-2002132251-9-20240805200118.jpg
BOLS047,2002132243,Bandolera pequeña topo TOUS Jane Puffy Bear,Bolso bandolera pequeño TOUS Jane Puffy Bear de poliuretano en color topo. Cierre de cremallera. Asas de mano fijas y asa bandolera ajustable y extraíble. Medidas (alto x ancho x fondo): 17 x 25 x 12 cm.,"TOUS, bolsos",TOUS,143,159,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h37/h5b/13621060108318/515Wx515H_product_2002132243-20240805190135/515Wx515H-product-2002132243-20240805190135.jpg | https://cloud-media.tous.com/medias/sys_master/images/h22/hbf/13621062696990/515Wx515H_product_2002132243_2-20240805190135/515Wx515H-product-2002132243-2-20240805190135.jpg | https://cloud-media.tous.com/medias/sys_master/images/h92/h2f/13620751335454/515Wx515H_product_2002132243_6-20240805170103/515Wx515H-product-2002132243-6-20240805170103.jpg 
BOLS048,2002132351,Bowling mediano negro TOUS Jane Puffy Bear,Bolso bowling mediano TOUS Jane Puffy Bear de poliuretano en color negro. Cierre de cremallera. Bolsillo interior abierto. Asas fijas de hombro y asa bandolera ajustable y extraíble. Medidas (alto x ancho x fondo): 22 x 33 x 13 cm.,"TOUS, bolsos",TOUS,170,189,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h7d/h95/13621555200030/515Wx515H_product_2002132351-20240805220119/515Wx515H-product-2002132351-20240805220119.jpg | https://cloud-media.tous.com/medias/sys_master/images/h22/hfa/13620766015518/515Wx515H_product_2002132351_2-20240805170104/515Wx515H-product-2002132351-2-20240805170104.jpg | https://cloud-media.tous.com/medias/sys_master/images/h7d/h53/13621557887006/515Wx515H_product_2002132351_6-20240805220120/515Wx515H-product-2002132351-6-20240805220120.jpg
BOLS049,2002128051,Maletín negro Kaos Icon,Bolso maletín de lona con detalles de poliuretano en color negro Kaos Icon. Cierre de cremallera. Bolsillo interior abierto y bolsillo exterior con cierre de cremallera. Asas de mano fijas y asa bandolera ajustable y desmontable. Medidas (alto x ancho x fondo): 29 x 45 x 7 cm.,"TOUS, bolsos",TOUS,152,169,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h73/h14/13407342428190/515Wx515H_product_2002128051-20240516130142/515Wx515H-product-2002128051-20240516130142.jpg | https://cloud-media.tous.com/medias/sys_master/images/hda/h84/13407343607838/515Wx515H_product_2002128051_2-20240516130143/515Wx515H-product-2002128051-2-20240516130143.jpg | https://cloud-media.tous.com/medias/sys_master/images/ha6/h9c/13407345967134/515Wx515H_product_2002128051_8-20240516130143/515Wx515H-product-2002128051-8-20240516130143.jpg | https://cloud-media.tous.com/medias/sys_master/images/hf2/hf2/13407344787486/515Wx515H_product_2002128051_6-20240516130143/515Wx515H-product-2002128051-6-20240516130143.jpg
BOLS050,2002022001,Capazo grande beige Kaos Icon,Bolso capazo grande de lona Kaos Icon en color beige y detalles en poliuretano. Cierre de cremallera. Asa de hombro fija.,"TOUS, bolsos",TOUS,179,199,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h5f/h2a/12797284843550/515Wx515H_product_2002022001-20231026190039/515Wx515H-product-2002022001-20231026190039.jpg | https://cloud-media.tous.com/medias/sys_master/images/hea/h2d/12797285302302/515Wx515H_product_2002022001_2-20231026190039/515Wx515H-product-2002022001-2-20231026190039.jpg | https://cloud-media.tous.com/medias/sys_master/images/heb/hd1/12798322671646/515Wx515H_product_2002022001_5-20231027000051/515Wx515H-product-2002022001-5-20231027000051.jpg
BOLS051,395910199,Clutch negro Kaos Icon,Bolso clutch TOUS Kaos Icon de lona con estampado Kaos en color negro y gris con detalles en poliuretano. Cierre de cremallera. Asa de cadena extraíble de hombro o mano. Medidas (alto x ancho x fondo): 16 x 26 x 7 cm.,"TOUS, bolsos",TOUS,89,99,1,sí,https://cloud-media.tous.com/medias/sys_master/images/h76/h75/12540218474526/515Wx515H_product_395910199-20230728190038/515Wx515H-product-395910199-20230728190038.jpg | https://cloud-media.tous.com/medias/sys_master/images/h92/h67/12540221685790/515Wx515H_product_395910199_2-20230728190038/515Wx515H-product-395910199-2-20230728190038.jpg | https://cloud-media.tous.com/medias/sys_master/images/h03/h65/12666166640670/515Wx515H_product_395910199_9-20230912130040/515Wx515H-product-395910199-9-20230912130040.jpg | https://cloud-media.tous.com/medias/sys_master/images/h30/h61/12666166509598/515Wx515H_product_395910199_6-20230912130040/515Wx515H-product-395910199-6-20230912130040.jpg
BOLS052,2000839143,Bandolera Sherton de Piel marrón,"Bolso bandolera TOUS Sherton de piel grabada con oso simulando efecto cocodrilo en color marrón. Asa bandolera ajustable. Cierre con cremallera. Dos bolsillos interiores, uno de los cuáles con cremallera. Medidas: 16 x 22 x 6 cm.","TOUS, bolsos",TOUS,125,139,1,sí,https://www.tous.com/es-es/bandolera-sherton-de-piel-marron/p/2000839143-C.html?srsltid=AfmBOooMSbT40udtxszfHBJPtoBmtF-vKnpbtjJYxIf56VzOOVb1NyVh | https://static.tous.com/photoweb/pub/995890622/5/W/fullres.jpg?w=1000
BOLS053,2000901613,Bolsa de bebé Kaos New Colores en color rosa,Bolsa de bebé TOUS Kaos New Colores modelo Catri en color rosa. Incluye tiras en la bandolera adaptables a cualquier cochecito. Vinilo hidrófugo combinado con piel bovina. Medidas: 40x25x20 cm.,"TOUS, bolsos",TOUS,116,129,1,sí,https://www.tous.com/es-es/bolsa-de-bebe-kaos-new-colores-en-color-rosa/p/2000901613-C.html | https://static.tous.com/photoweb/pub/295810280/5/W/fullres.jpg?w=1000
BOLS054,2000901647,Bolsa de bebé Kaos New Colores en color antracita-negro,Bolsa de bebé TOUS Kaos New Colores modelo Catri en color antracita-negro. Incluye tiras en la bandolera adaptables a cualquier cochecito. Vinilo hidrófugo combinado con piel bovina. Medidas: 40x25x20 cm.,"TOUS, bolsos",TOUS,116,129,1,sí,https://www.tous.com/es-es/bolsa-de-bebe-kaos-new-colores-en-color-antracita-negro/p/2000901647-C.html | https://static.tous.com/photoweb/pub/295810281/5/W/fullres.jpg?w=1000
BOLS055,2000901648,Bolsa de bebé Kaos New Colores en color antracita-negro,Bolsa de bebé TOUS Kaos New Colores modelo Catri en color piedra-piedra. Incluye tiras en la bandolera adaptables a cualquier cochecito. Vinilo hidrófugo combinado con piel bovina. Medidas: 40x25x2 cm.,"TOUS, bolsos",TOUS,116,129,1,sí,https://www.tous.com/es-es/bolsa-de-bebe-kaos-new-colores-en-color-piedra/p/2000901648-C.html | https://static.tous.com/photoweb/pub/295810282/5/W/fullres.jpg?w=1000
